Geography,Geographic Area Name,Total,T_ Under 18 years,T_ 18 to 34 years,T_ 35 to 64 years,T_ 65 years and over,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Hispanic or Latino,T_ White,T_ Less than high school graduate,T_ High school graduate,T_ Bachelor's degree or higher,T_ Employed,T_ Employed | Male,T_ Employed | Female,BP_ | Total,BP_ | Under 18 years,BP_ | 18 to 34 years,BP_ | 35 to 64 years,BP_ | 65 years and over,BP_ | Male,BP_ | Female,BP_ | African American,BP_ | American Indian/ Alaska Native,BP_ | Asian,BP_ | Hawaiian/ Pacific Islander,BP_ | Two or more races,BP_ | Hispanic or Latino,BP_ | White,BP_ | Less than high school graduate,BP_ | High school graduate,BP_ | Bachelor's degree or higher,BP_ | Employed,BP_ | Employed | Male,BP_ | Employed | Female,BP_ | 50%,BP_ | 125%,BP_ | 150%,BP_ | 185%,BP_ | 200%,BP_ | 300%,BP_ | 400%,BP_ | 500%,state,county
0500000US48091,"Comal County, Texas",192079,42312,35577,77984,36206,95304,96775,-999999999,-999999999,-999999999,-999999999,35423,55527,122303,7487,24369,60317,93835,51592,42243,13535,3526,2724,4350,2935,5369,8166,-999999999,-999999999,-999999999,-999999999,2009,6961,5598,1307,3744,2273,3628,2020,1608,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,091
0500000US48099,"Coryell County, Texas",68221,18403,16101,24374,9343,31274,36947,7817,-999999999,-999999999,-999999999,13639,-999999999,39743,3171,13844,13141,28199,13740,14459,6394,2174,1423,2011,786,2067,4327,2530,-999999999,-999999999,-999999999,1079,-999999999,2388,301,1837,777,1269,168,1101,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,099
0500000US48113,"Dallas County, Texas",2574214,639497,672338,950488,311891,1272498,1301716,571857,19228,182700,-999999999,542126,1068772,664866,294703,373475,620146,1344756,724660,620096,352823,126814,90479,94102,41428,160406,192417,111628,1854,17594,-999999999,82009,173019,44117,61074,55316,25639,83430,40696,42734,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,113
0500000US48121,"Denton County, Texas",995067,229837,228887,417569,118774,493192,501875,116425,-999999999,117910,-999999999,149278,203288,514798,39796,112558,340791,552567,295997,256570,59506,10989,22836,18655,7026,25389,34117,8895,-999999999,4600,-999999999,11556,19328,23056,6082,8685,7551,18603,7740,10863,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,121
0500000US48135,"Ector County, Texas",162619,49697,39244,57197,16481,84524,78095,-999999999,-999999999,-999999999,-999999999,47809,105384,45279,21398,33407,17010,79872,47704,32168,14682,4731,1774,5717,2460,6995,7687,-999999999,-999999999,-999999999,-999999999,4223,10392,3221,3473,3350,613,3416,1848,1568,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,135
0500000US48139,"Ellis County, Texas",220190,58212,46641,86724,28613,108338,111852,31841,-999999999,-999999999,-999999999,34938,63179,111334,20930,39329,42531,115019,63237,51782,13481,3065,3164,4795,2457,5338,8143,1059,-999999999,-999999999,-999999999,1242,4135,7429,1300,3586,1240,3483,1233,2250,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,139
0500000US48141,"El Paso County, Texas",854897,221563,216448,301971,114915,421965,432932,28478,12925,9769,-999999999,388425,712971,90147,102048,141148,143014,388019,210917,177102,158190,53728,38451,43200,22811,67528,90662,5358,1890,1195,-999999999,72964,138511,12616,31254,27350,10043,34682,16031,18651,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,141
0500000US48157,"Fort Bend County, Texas",911012,240746,180577,372131,117558,446642,464370,195773,-999999999,204459,-999999999,150692,225023,257932,45963,99664,295376,452459,241130,211329,80702,24941,17726,26463,11572,36018,44684,14468,-999999999,21207,-999999999,19299,27948,13355,8015,12756,14598,19501,9244,10257,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,157
0500000US48167,"Galveston County, Texas",355805,83223,74076,141032,57474,173908,181897,42644,-999999999,11701,-999999999,64841,94713,191167,25446,49541,86396,173536,89505,84031,39687,11778,9724,11957,6228,18016,21671,8764,-999999999,1140,-999999999,9685,12744,14965,4578,7320,3914,7453,3206,4247,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,167
0500000US48181,"Grayson County, Texas",143912,34991,29777,54032,25112,69467,74445,-999999999,-999999999,-999999999,-999999999,19966,23892,102229,10110,31975,25347,67079,36961,30118,14721,4998,2252,5188,2283,6173,8548,-999999999,-999999999,-999999999,-999999999,3038,2755,9191,1467,4019,1457,3041,1607,1434,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,181
0500000US48183,"Gregg County, Texas",122746,31807,27099,44418,19422,59705,63041,21962,-999999999,-999999999,-999999999,23665,25439,66428,9691,20284,17035,57732,30335,27397,20021,7811,3893,6588,1729,9391,10630,4417,-999999999,-999999999,-999999999,7326,8018,6791,2036,4823,415,4331,2339,1992,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,183
0500000US48187,"Guadalupe County, Texas",186307,44409,39042,74598,28258,92518,93789,-999999999,-999999999,-999999999,-999999999,46585,73709,85084,12406,35992,42370,96439,49854,46585,14360,3897,3057,4871,2535,7246,7114,-999999999,-999999999,-999999999,-999999999,2491,6923,5867,1665,3922,1365,3328,1968,1360,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,187
0500000US48201,"Harris County, Texas",4781041,1221978,1172379,1809335,577349,2366438,2414603,919115,59909,358961,-999999999,1097279,2113332,1245131,522072,715554,1073628,2407613,1305043,1102570,766972,281586,190084,217853,77449,339792,427180,194940,12789,38274,-999999999,204133,434687,85868,132429,123510,60289,192395,87069,105326,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,201
0500000US48203,"Harrison County, Texas",68798,16864,13271,25868,12795,33155,35643,14016,-999999999,-999999999,-999999999,-999999999,10337,41946,5999,14934,10738,33137,16893,16244,12453,4353,3161,3519,1420,5309,7144,6155,-999999999,-999999999,-999999999,-999999999,1175,4865,1488,2302,559,2819,1179,1640,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,203
0500000US48209,"Hays County, Texas",271310,61187,74076,101155,34892,135740,135570,10285,-999999999,7079,-999999999,51657,108580,136582,9866,33816,80386,149475,80639,68836,28411,4010,17530,3964,2907,12171,16240,1456,-999999999,466,-999999999,4472,13437,11733,1308,3166,3244,14513,5348,9165,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,209
0500000US48213,"Henderson County, Texas",84657,17942,14764,32071,19880,40868,43789,-999999999,-999999999,-999999999,-999999999,12042,13026,62889,7509,19530,12844,37341,18864,18477,15086,4443,2441,6077,2125,7251,7835,-999999999,-999999999,-999999999,-999999999,1386,1809,11706,1872,3270,896,3781,1721,2060,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,213
0500000US48215,"Hidalgo County, Texas",889735,272053,222692,290586,104404,438547,451188,7136,-999999999,9491,-999999999,538801,818793,52863,148447,132376,107701,371018,204502,166516,241645,104752,52557,59534,24802,108190,133455,2172,-999999999,772,-999999999,153105,231956,6712,52564,28057,8076,50846,24309,26537,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,215
0500000US48221,"Hood County, Texas",67002,13725,11118,24720,17439,32650,34352,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,53143,4200,13358,15505,30544,15353,15191,4220,292,898,1647,1383,1638,2582,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,3533,731,1017,1161,824,0,824,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,221
0500000US48231,"Hunt County, Texas",109753,27434,22718,42392,17209,54027,55726,9661,-999999999,-999999999,-999999999,13307,24257,70161,11977,20470,17901,51706,27774,23932,14032,4979,2675,4455,1923,6757,7275,1686,-999999999,-999999999,-999999999,1258,4587,7478,2664,2831,869,4031,2235,1796,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,231
0500000US48245,"Jefferson County, Texas",237401,60963,52590,85238,38610,117704,119697,75939,-999999999,9261,-999999999,24212,56815,86135,22740,52787,28579,105074,58469,46605,48219,14052,12344,15155,6668,22174,26045,19770,-999999999,1328,-999999999,4127,16184,9375,7317,11753,1938,12934,6724,6210,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,245
0500000US48251,"Johnson County, Texas",199359,50848,42337,78082,28092,99689,99670,-999999999,-999999999,-999999999,-999999999,36109,51778,127331,16487,43704,34295,98280,53518,44762,20393,6832,3353,7703,2505,10462,9931,-999999999,-999999999,-999999999,-999999999,4045,7409,11786,2945,5336,917,4231,1835,2396,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,251
0500000US48257,"Kaufman County, Texas",183944,53084,42813,69085,18962,90604,93340,37687,-999999999,-999999999,-999999999,33244,51715,83783,13917,32650,32631,90263,47630,42633,18831,7570,3387,5844,2030,8209,10622,5027,-999999999,-999999999,-999999999,3588,7004,6739,2599,2847,1204,4761,2341,2420,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,257
0500000US48291,"Liberty County, Texas",102749,32675,22200,35405,12469,50866,51883,-999999999,-999999999,-999999999,-999999999,14171,43671,48399,11920,23848,7138,43605,24119,19486,12354,4327,2100,4984,943,5464,6890,-999999999,-999999999,-999999999,-999999999,1222,3913,5967,2050,1976,366,2760,1520,1240,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,291
0500000US48303,"Lubbock County, Texas",308436,73996,89143,102786,42511,151757,156679,23635,-999999999,-999999999,-999999999,58163,114100,157383,21968,49659,61151,163326,86220,77106,54383,15192,22089,10239,6863,22695,31688,5987,-999999999,-999999999,-999999999,9422,24320,23191,6366,7884,3744,17462,7046,10416,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,303
0500000US48309,"McLennan County, Texas",260478,63498,67563,88805,40612,128019,132459,37295,-999999999,4300,-999999999,59039,72057,138374,20417,40699,46377,127087,66558,60529,44536,13568,14552,10434,5982,17420,27116,11112,-999999999,419,-999999999,13849,16422,16318,6106,6123,2431,11964,4572,7392,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,309
0500000US48329,"Midland County, Texas",176015,50984,43177,62755,19099,89289,86726,14360,-999999999,-999999999,-999999999,34099,82856,73607,9468,32249,38181,89207,52260,36947,20652,7767,5310,5967,1608,7929,12723,3319,-999999999,-999999999,-999999999,5743,12292,4725,1720,3590,1866,5179,2306,2873,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,329
0500000US48339,"Montgomery County, Texas",707790,182472,149735,276624,98959,351048,356742,53092,-999999999,22971,-999999999,116113,200003,409120,47653,104533,184458,341934,194119,147815,75724,27386,16569,24259,7510,34042,41682,6001,-999999999,1089,-999999999,18652,34008,32725,8932,11355,8781,22407,11023,11384,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,339
0500000US48347,"Nacogdoches County, Texas",60747,14842,15101,20416,10388,30201,30546,9911,-999999999,-999999999,-999999999,5698,13125,34339,5131,11896,11071,28393,15482,12911,11705,3614,4918,2207,966,4752,6953,2774,-999999999,-999999999,-999999999,1362,2495,5736,1288,2349,446,4720,1342,3378,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,347
0500000US48355,"Nueces County, Texas",346269,82852,78949,128009,56459,171130,175139,12648,-999999999,7826,-999999999,146573,218355,97488,32036,68398,59973,165300,87381,77919,59137,21012,13877,16352,7896,27270,31867,4875,-999999999,1763,-999999999,28687,44240,7489,8905,12026,2809,13450,5515,7935,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,355
0500000US48361,"Orange County, Texas",84844,21495,17615,31476,14258,41062,43782,7131,-999999999,-999999999,-999999999,-999999999,8402,64679,3076,23734,10238,39721,21133,18588,11879,3730,3458,2877,1814,5738,6141,2813,-999999999,-999999999,-999999999,-999999999,892,7432,887,2675,648,3500,1862,1638,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,361
0500000US48367,"Parker County, Texas",171740,42235,32686,69707,27112,85135,86605,-999999999,-999999999,-999999999,-999999999,22907,26019,134665,10533,30414,36123,85673,45507,40166,15254,3933,2901,5649,2771,7051,8203,-999999999,-999999999,-999999999,-999999999,2952,4616,9482,2834,4090,1039,4605,2835,1770,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,367
0500000US48375,"Potter County, Texas",108264,26599,28056,38176,15433,52615,55649,-999999999,-999999999,-999999999,-999999999,23098,43433,45740,13613,22033,13138,53475,26165,27310,17678,5382,4874,5843,1579,9314,8364,-999999999,-999999999,-999999999,-999999999,3678,7943,5600,3371,3245,972,4898,2162,2736,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,375
0500000US48381,"Randall County, Texas",145728,35152,33076,54269,23231,72011,73717,-999999999,-999999999,-999999999,-999999999,21249,36606,96980,6913,22626,32507,77556,40914,36642,12085,3597,2601,3233,2654,5180,6905,-999999999,-999999999,-999999999,-999999999,1705,2849,6530,1442,2328,1243,2882,1164,1718,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,381
0500000US48397,"Rockwall County, Texas",130594,34784,25968,53428,16414,64550,66044,13338,-999999999,-999999999,-999999999,-999999999,27974,79907,4803,17385,38333,64601,34962,29639,5599,933,814,3067,785,2346,3253,1334,-999999999,-999999999,-999999999,-999999999,1437,2752,469,2284,659,1037,466,571,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,397
0500000US48409,"San Patricio County, Texas",69996,17654,14804,26944,10594,36102,33894,-999999999,-999999999,-999999999,-999999999,25789,39786,24044,6835,17828,7748,34697,20166,14531,12817,5479,2731,2839,1768,4532,8285,-999999999,-999999999,-999999999,-999999999,5063,9133,2438,1691,2112,883,4352,1682,2670,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,409
0500000US48423,"Smith County, Texas",238921,57754,53106,85621,42440,116086,122835,37535,-999999999,-999999999,-999999999,25637,51297,135118,17960,37916,47544,110322,58916,51406,31621,9519,8250,10009,3843,13816,17805,6170,-999999999,-999999999,-999999999,4806,12972,10437,5834,5871,2644,7503,3090,4413,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,423
0500000US48427,"Starr County, Texas",65517,21120,16121,20887,7389,31787,33730,-999999999,-999999999,-999999999,-999999999,28956,63689,-999999999,15080,8982,5322,25228,12914,12314,18974,7369,4518,4641,2446,8641,10333,-999999999,-999999999,-999999999,-999999999,8537,18850,-999999999,5498,2573,1229,4376,1978,2398,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,427
0500000US48439,"Tarrant County, Texas",2152834,541037,521100,820186,270511,1056625,1096209,386401,13919,127337,-999999999,428575,660029,892849,177496,323195,509378,1137387,600130,537257,235252,77912,61094,69795,26451,104325,130927,58385,1844,14738,-999999999,58486,96370,57961,34361,41098,19204,59146,26426,32720,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,439
0500000US48441,"Taylor County, Texas",141074,35116,36105,47277,22576,69636,71438,8824,-999999999,-999999999,-999999999,24432,36659,85298,8194,28159,26556,64507,32572,31935,17618,3845,4932,6316,2525,8079,9539,4070,-999999999,-999999999,-999999999,4149,6003,7122,1893,4458,1364,4513,1567,2946,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,441
0500000US48451,"Tom Green County, Texas",115436,27512,26781,40862,20281,57545,57891,-999999999,-999999999,-999999999,-999999999,30637,47944,58742,10309,20713,19954,55137,28934,26203,17369,4579,4359,5797,2634,8707,8662,-999999999,-999999999,-999999999,-999999999,6294,10281,5388,4106,2677,877,5180,2167,3013,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,451
0500000US48453,"Travis County, Texas",1311462,259483,365373,536106,150500,673428,638034,104603,10628,107710,-999999999,272925,424262,618329,66433,124167,558278,774086,426085,348001,133988,31800,49952,41651,10585,68583,65405,14360,2155,9127,-999999999,37232,62200,40720,14018,18264,23434,40533,23739,16794,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,453
0500000US48469,"Victoria County, Texas",90294,22393,19780,32568,15553,44222,46072,5789,-999999999,-999999999,-999999999,26218,43479,37862,6780,21490,11336,41451,22663,18788,11838,3224,2568,4679,1367,5414,6424,1821,-999999999,-999999999,-999999999,3489,7879,2803,1191,3421,760,3015,846,2169,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,469
0500000US48471,"Walker County, Texas",62421,11826,19123,21201,10271,31731,30690,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,36875,3625,9595,13402,30350,16527,13823,14029,2766,6920,2780,1563,4538,9491,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7110,383,1231,1283,3954,1473,2481,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,471
0500000US48479,"Webb County, Texas",266266,82211,67552,87957,28546,131760,134506,-999999999,-999999999,-999999999,-999999999,184520,253123,9860,43175,33720,35489,116200,66325,49875,60340,26833,12916,13631,6960,24889,35451,-999999999,-999999999,-999999999,-999999999,42036,56957,2443,12129,6919,2682,10662,4686,5976,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,479
0500000US48485,"Wichita County, Texas",119623,29332,28556,42548,19187,58952,60671,13283,-999999999,-999999999,-999999999,13262,24385,76584,6081,24646,21305,58506,29645,28861,21775,7819,6748,5103,2105,9951,11824,6179,-999999999,-999999999,-999999999,2103,4573,10224,1361,5123,649,5500,2310,3190,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,485
0500000US48491,"Williamson County, Texas",692294,164118,155357,283208,89611,347285,345009,48586,-999999999,75022,-999999999,119220,172408,361285,29416,81015,231849,379294,206117,173177,48238,13553,12813,15223,6649,20822,27416,3761,-999999999,2764,-999999999,10465,17518,21619,6053,5185,7828,13803,5929,7874,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,491
0500000US48497,"Wise County, Texas",76433,18645,15114,30269,12405,37968,38465,-999999999,-999999999,-999999999,-999999999,7031,16177,55424,7347,15386,12429,36868,20538,16330,7024,2154,1234,2754,882,3061,3963,-999999999,-999999999,-999999999,-999999999,443,4049,2711,1724,1050,432,1687,625,1062,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,48,497
0500000US49005,"Cache County, Utah",137081,40981,42389,39401,14310,67833,69248,-999999999,-999999999,-999999999,-999999999,11913,16221,111318,4595,13792,31943,70353,38617,31736,15583,3586,8355,2865,777,7666,7917,-999999999,-999999999,-999999999,-999999999,2663,2133,11390,1013,1300,1266,6369,3793,2576,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,49,005
0500000US49011,"Davis County, Utah",368760,107742,85710,133251,42057,186230,182530,-999999999,-999999999,-999999999,-999999999,36716,44205,291838,8410,50800,88591,188919,104765,84154,21769,5980,4350,6979,4460,9324,12445,-999999999,-999999999,-999999999,-999999999,2959,3441,14859,1481,5204,2238,4792,1327,3465,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,49,011
0500000US49035,"Salt Lake County, Utah",1169863,289041,303299,434191,143332,593331,576532,19295,13555,49968,-999999999,132671,241624,778371,66698,169366,311038,646153,351233,294920,109924,31264,34521,33069,11070,54906,55018,3982,2930,5879,-999999999,17412,35106,53388,10755,21144,12034,34735,19061,15674,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,49,035
0500000US49045,"Tooele County, Utah",81673,25756,18891,29167,7859,42357,39316,-999999999,-999999999,-999999999,-999999999,-999999999,12913,63186,3952,13487,11027,41818,23647,18171,6601,2453,1855,1590,703,3063,3538,-999999999,-999999999,-999999999,-999999999,-999999999,1921,4053,645,1248,409,1301,283,1018,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,49,045
0500000US49049,"Utah County, Utah",705065,222285,221611,203346,57823,359384,345681,-999999999,-999999999,11763,-999999999,72942,103830,544434,15535,61292,172388,356696,204403,152293,63651,17506,32581,9891,3673,32588,31063,-999999999,-999999999,1462,-999999999,5316,13358,41369,1986,6179,6990,24229,13589,10640,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,49,049
0500000US49053,"Washington County, Utah",200586,48556,41183,65764,45083,100259,100327,-999999999,-999999999,-999999999,-999999999,17033,24755,162340,7088,32963,44986,90785,49003,41782,24671,7852,6977,5698,4144,11793,12878,-999999999,-999999999,-999999999,-999999999,964,4404,18212,1466,5084,2845,6834,2848,3986,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,49,053
0500000US49057,"Weber County, Utah",268273,69962,67987,96983,33341,135539,132734,-999999999,-999999999,-999999999,-999999999,20762,51980,197956,13565,42642,51307,143624,77834,65790,21907,6572,5656,6926,2753,9936,11971,-999999999,-999999999,-999999999,-999999999,2150,5726,13654,2223,4155,1771,5204,2679,2525,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,49,057
0500000US50007,"Chittenden County, Vermont",158117,27797,38210,63422,28688,78049,80068,-999999999,-999999999,7408,-999999999,10166,-999999999,133311,3283,22383,63040,95566,48552,47014,11913,573,6453,2789,2098,5480,6433,-999999999,-999999999,526,-999999999,934,-999999999,9554,311,1993,1668,4527,2652,1875,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,50,007
0500000US51003,"Albemarle County, Virginia",107746,21441,19903,42797,23605,52402,55344,8559,-999999999,5819,-999999999,9189,-999999999,78721,5177,11221,49676,56323,28922,27401,8577,2359,2669,2028,1521,3179,5398,975,-999999999,532,-999999999,896,-999999999,5792,953,1778,1521,2546,1096,1450,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,003
0500000US51013,"Arlington County, Virginia",231635,41772,69720,91724,28419,116333,115302,20712,-999999999,25508,-999999999,30294,37247,134109,7121,13375,134471,144921,76205,68716,16063,2692,6254,4283,2834,6756,9307,2262,-999999999,4378,-999999999,1641,2733,5821,1269,1432,6718,4957,1758,3199,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,013
0500000US51015,"Augusta County, Virginia",75611,14048,13772,29543,18248,38026,37585,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,67254,4635,23323,14426,38437,19665,18772,5588,1270,1217,1748,1353,3099,2489,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,4347,726,2535,364,1834,832,1002,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,015
0500000US51019,"Bedford County, Virginia",80875,15407,14318,32056,19094,39774,41101,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,69873,4986,18003,19519,37962,19878,18084,9009,2612,2006,3022,1369,3382,5627,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7753,767,2506,1088,2014,734,1280,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,019
0500000US51041,"Chesterfield County, Virginia",378624,89100,76229,151468,61827,182934,195690,85991,-999999999,15076,-999999999,37418,46279,211160,17060,51948,115599,196902,98209,98693,25060,6809,7493,7514,3244,11990,13070,8915,-999999999,1103,-999999999,1707,4876,9300,3053,4617,3573,7828,3295,4533,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,041
0500000US51059,"Fairfax County, Virginia",1128441,253736,236037,462933,175735,562499,565942,107474,-999999999,224960,-999999999,152293,198211,526316,61540,88237,503832,612098,324874,287224,67994,18855,16207,22869,10063,28105,39889,9471,-999999999,10909,-999999999,12176,27052,17144,12250,7709,14218,18759,9631,9128,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,059
0500000US51061,"Fauquier County, Virginia",74933,17182,13438,31293,13020,37450,37483,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,55877,4059,12407,21412,39667,19961,19706,3817,684,1069,1538,526,1681,2136,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2632,150,954,436,891,516,375,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,061
0500000US51069,"Frederick County, Virginia",93879,20585,17394,36837,19063,47658,46221,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,71725,5944,19630,22294,48301,26225,22076,7127,1243,1514,1994,2376,2692,4435,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,6070,426,1784,1169,1852,199,1653,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,069
0500000US51085,"Hanover County, Virginia",111329,24199,19893,45569,21668,54878,56451,8853,-999999999,-999999999,-999999999,-999999999,-999999999,89507,4580,19429,35186,59721,32161,27560,5223,1109,803,1600,1711,2226,2997,1090,-999999999,-999999999,-999999999,-999999999,-999999999,3213,781,1793,691,1015,429,586,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,085
0500000US51087,"Henrico County, Virginia",330829,71547,71293,130342,57647,159167,171662,97457,-999999999,31590,-999999999,19059,23303,162985,17684,50278,107907,175674,87551,88123,31225,9359,7002,9777,5087,14793,16432,11796,-999999999,1476,-999999999,1786,6099,11384,3747,5094,3694,7624,3466,4158,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,087
0500000US51095,"James City County, Virginia",81681,15441,13678,30407,22155,40246,41435,11500,-999999999,-999999999,-999999999,-999999999,-999999999,58139,2300,11912,32417,36623,19251,17372,6475,1136,1327,2649,1363,2844,3631,2751,-999999999,-999999999,-999999999,-999999999,-999999999,2602,610,1808,1013,1144,397,747,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,095
0500000US51107,"Loudoun County, Virginia",434830,113486,80261,192025,49058,217865,216965,32426,-999999999,95112,-999999999,57070,61805,218963,19660,32608,186674,236377,129217,107160,19358,5210,3722,7125,3301,8922,10436,4233,-999999999,1719,-999999999,1702,3385,9108,3233,3140,3451,5177,2363,2814,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,107
0500000US51121,"Montgomery County, Virginia",88778,14651,31461,28730,13936,45931,42847,-999999999,-999999999,4995,-999999999,-999999999,-999999999,73453,2849,12242,26809,42215,23438,18777,23121,2339,15793,3546,1443,11463,11658,-999999999,-999999999,1622,-999999999,-999999999,-999999999,18263,901,2788,1512,5014,2471,2543,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,121
0500000US51153,"Prince William County, Virginia",482961,125125,103000,197707,57129,241694,241267,98478,-999999999,48398,-999999999,76494,125603,179550,32896,64846,144453,253795,133356,120439,32461,10153,7455,10632,4221,14027,18434,9193,-999999999,4331,-999999999,7765,10066,6815,3850,5535,4043,9377,4343,5034,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,153
